$^遠いところありがとうね、(.+?)くん。$	먼 곳까지 와줘서 고마워요, $1군.
$^(.+?)を旅行に連れて行きたいって思ってね。密かに調べてたんだよ。$	$1를 여행에 데리고 가고 싶다고 생각해. 은밀하게 조사하고 있었어.
$^ははは、(.+?)の驚く顔が見たかったんだ。$	하하하, $1가 놀라는 얼굴을 보고 싶었다.
$^ああ、(.+?)か。こんな夜遅くにどうしたの？$	아, $1인가. 이런 밤 늦게 왜?
$^(.+?)とは別のメイドなんだけど、最近すごくかわいくなってきたなぁって思ってさ。$	$1와는 다른 메이드이지만, 최근 몹시 귀여워졌군라고 생각해.
$^うん、最近チャーミングになってきたなぁ……って顔が怖いよ、(.+?)っ！$	응, 최근 차밍하게 되었군……는 얼굴이 무서워, $1!
$^ちょっと待って！　(.+?)、何を料理するつもりなの！？$	조금 기다려! $1, 무엇을 요리할 생각이야!
$^この前から(.+?)が怒ってるみたいだから……何かプレゼントしようと思うんだけど。$	일전에부터 $1가 화내고 있는 것 같기 때문에……무엇인가 선물 하려고 생각하는데.
$^い、いや俺が好きなのは(.+?)だけだし、ちゃんと気持ちをわかってもらいたいって……！$	있고, 아니내를 좋아하는 것은 $1뿐이고, 분명하게 기분을 알아 주었으면 한다고……!
$^そう言って、(.+?)はカタログを引っ張り出して見せてきた。$	그렇게 말해, $1는 카탈로그를 끌기 시작해 보여 왔다.
$^これ、(.+?)が着るの？$	이것, $1가 입는 거야?
$^でもこれ、(.+?)に似合うかなぁ……いつもつけてるのとかなり方向性が違うよ？$	그렇지만 이것, $1에 어울릴까……언제나 붙여 풀고 되어 방향성이 달라?
$^(.+?)は妖艶な笑みを浮かべ、すすっと近寄ってきた。$	$1는 요염한 미소를 띄워 후루룩 마시고 와 접근해 왔다.
$^い、いやいや！　(.+?)とはいつもしてるよね！？$	있고, 아니아니! $1라고는 언제나 하고 있지!
$^いきなり変なこと頼んで悪かったね、(.+?)。$	갑자기 이상한 일 부탁해 나빴지요, $1.
$^ダメもとで(.+?)に頼んだら快諾してくれた。$	안 됨도로 $1에 부탁하면(자) 쾌락해 주었다.
$^(.+?)は子供好きなの？$	$1는 아이를 좋아해?
$^い、いや、(.+?)は俺の恋人だし、別に構わないけどね。$	있고, 아니, $1는 나의 연인이고, 별로 상관없지만요.
$^ど、どうしよう、(.+?)が本気だ……！$	어, 어떻게 하지, $1가 진심이다……!
$^最近、(.+?)がさりげなく結婚情報誌や育児情報誌を俺の机に置いていくようになった。$	최근, $1가 자연스럽게 결혼 정보지나 육아 정보지를 나의 책상에 두고 가게 되었다.
$^違うってば。俺は(.+?)のことを誰よりも一番に愛してる。$	다르다니까. 나는 $1를 누구보다 제일에 사랑하고 있다.
$^(.+?)が好きだからだよ。子供ができたら\1は子供にかかりきりになっちゃうだろ。$	$1를 좋아하기 때문이다. 아이가 생기면(자) $1는 아이에 다 걸려 가 되어 버리겠지.
$^俺はもう少し、(.+?)と二人の時間を楽しみたいんだよ。$	나는 좀 더, $1와 두 명의 시간을 즐기고 싶어.
$^あ、(.+?)、料理してるんだ。$	아, $1, 요리하고 있어.
$^最近、(.+?)ってみんなからかわいい、色気があるって言われてるよね。$	최근, $1는 모두때문인지 원 좋은, 색기가 있다 라고 말해지고 있지.
$^(.+?)さ、最近チャームメイドとして評判がいいよね。$	$1, 최근 매력 메이드로서 평판이 좋지요.
$^(.+?)が頑張った成果が出てるんだと思うよ。$	$1가 노력한 성과가 나오고 있다라고 생각해.
$^(.+?)の気持ちは嬉しいけど、でも一応ここのメイドなんだしさ……。$	$1의 기분은 기쁘지만, 그렇지만 일단 여기의 메이드야 해 …….
$^うう、何だか(.+?)の手のひらの上って感じだなぁ……。$	우우, 무엇인가 $1의 손바닥 올라 느낌이구나…….
$^いや、大丈夫だよ。(.+?)が傍にいてくれるからね。$	아니, 괜찮아. $1가 옆에 있어 주니까요.
$^今でも十分だよ。(.+?)が通ると振り返るお客様も多いしね。$	지금도 충분해. $1가 통과하면(자) 되돌아 보는 손님도 많기도 하고.
$^や、だってこの前、酔っぱらって暴れたお客様に(.+?)が、その……$	(이)나, 래 일전에, 술취해 날뛰 손님에게 $1가, 그……
$^……うん、(.+?)だけは怒らせちゃいけないな。気をつけよう。$	……응, $1만일 수 있는은 화나게 하면 안 되는데. 조심하자.
$^それに気付かず階下にいた(.+?)を俺がかばってびしょ濡れになってしまった。$	거기에 깨닫지 않고 아래층에 있던 $1를 내가 감싸 흠뻑 젖음이 되어 버렸다.
$^いや、気にしないでいいよ。(.+?)のせいじゃないしね。$	아니, 신경쓰지 말고 좋아. $1의 정사내지.
$^へっくしっ！　……心配してくれてありがとう、(.+?)。$	에 꼬치!　……걱정해 주어 고마워요, $1.
$^はは、(.+?)と一緒にいられないのが少しつらいかなぁ……。$	(은)는은, $1와 함께 있을 수 없는 것이 조금 괴로울까…….
$^だ、ダメだって、こんなに近づいたら(.+?)にうつっちゃうよ……！$	(이)다, 안된다고, 이렇게 가까워지면(자) $1에 옮겨버린다……!
$^そんなの迷信だって……あっ、(.+?)、そんなとこ触ったらっ……。$	그런 것 미신도……, $1, 그런 곳 손대면(자) …….
$^うん、(.+?)のお陰でバッチリ治ったよ。もう風邪なんて怖くないね。$	응, $1의 덕분으로 밧치리 나았어. 이제(벌써) 감기는 두렵지 않다.
$^それより(.+?)、俺の風邪がうつったりしなかった？$	그것보다 $1, 나의 감기가 옮기거나 하지 않았어?
$^(.+?)……ありがとう、心配してくれて。$	$1……고마워요, 걱정해 줘.
$^そう言って、(.+?)は天使のような微笑みを見せるのだった。$	그렇게 말해, $1는 천사와 같은 미소를 보이는 것이었다.
$^いや、(.+?)を今後どういう風に育てていこうかなって思って。$	아니, $1를 향후 어떤 식으로 길러 갈까 되고 생각해.
$^(.+?)はエッチなのと、かわいいのと、上品だったら、どれがいいと思う？$	$1는 음란한과 귀여운 것과 품위있으면, 어떤 것이 좋다고 생각해?
$^(.+?)は今ノービスメイドなんだけど、これからどうしたい？$	$1는 지금 노비스 메이드이지만, 지금부터 어떻게 하고 싶어?
$^俺は今のままでも(.+?)のことは好きだけど……。$	나는 지금 그대로도 $1는 좋아하지만…….
$^い、いや、(.+?)には似合わないんじゃないかな……。$	있고, 아니, $1에는 어울리지 않지 않을까…….
$^(.+?)は自分を動物に例えるとしたら何だと思う？　犬？　猫？$	$1는 자신을 동물에 비유한다고 하면(자) 무엇이라고 생각해?　개?　고양이?
$^へえ、(.+?)と踊るのは楽しそうだな。$	에 네, $1와 춤추는 것은 즐거운 듯 하다.
$^は、ははは……(.+?)らしいなぁ。$	(은)는, 하하하…… $1인것 같다.
$^よし、俺も今度(.+?)に何か贈り物をしてあげよう。$	좋아, 나도 이번 $1에 무엇인가 선물을 해 주자.
$^(.+?)ってザクロが好きだったんだ。$	$1는 석류나무를 좋아했었어.
$^珍しいね。(.+?)が中華を作るなんて。$	드물다. $1가 중화를 만들다니.
$^ははは、(.+?)は真面目だなぁ。気遣ってくれてありがとね。$	하하하, $1는 성실하다. 신경써 주어 고마워.
$^どうしたの、(.+?)。変な顔して。$	왜, $1. 이상한 얼굴 해.
$^あはは、真面目な(.+?)らしいね。十円ぐらいじゃ届ける人はまずいないよ。$	아하하, 성실한 $1인것 같다. 10엔 정도는 보내는 사람은 안된다 있어라.
$^(.+?)は子供好き？$	$1는 아이를 좋아하는 사람?
$^なな、なに突然！？　純真無垢な……イノセントメイドである(.+?)がエロゲーなんて言葉を口にするなんて……！$	없는, 뭐돌연!　순진무구인……이노센트메이드인 $1가 에로게임같은 말을 말하다니……!
$^でも、(.+?)は中二病って感じじゃないかも。どっちかって言うと和風だし。$	그렇지만, $1는 중2병이라는 느낌이 아닐지도. 어느 쪽인가라고 말하면(자) 일본식이고.
$^う、うん……(.+?)にも十分素質はあるんだね……。$	, 응…… $1에도 충분히 소질은 있는 것이군…….
$^う、ううん、(.+?)には向いてないんじゃないかなぁ。$	, 으응, $1에는 향하지 않지 않을까.
$^(.+?)はどちらかというと昼ドラとかの方が似合ってると思う。$	$1는 어느 쪽인가 하면 낮드라라든지(분)편이 어울리고 있다고 생각한다.
$^い、いきなりキスされた……(.+?)、何かあったの……？$	있고, 갑자기 키스 된…… $1, 무엇인가 있었어……?
$^そうだなぁ、どっちかと言えば緑茶かな。(.+?)が来てからは特に緑茶だね。$	그렇다, 어느 쪽일까하고 말하면 녹차일까. $1가 오고 나서는 특히 녹차구나.
$^うん、(.+?)が気を使ってよく持ってきてくれるからね。それで好きになったんだよ。$	응, $1가 신경을 써 잘 가져와 주니까요. 그래서 좋아하게 되었어.
$^順調に(.+?)の色に染められてるって感じかな。$	순조롭게 $1의 색에 물들일 수 있고 있다고 느낌일까.
$^ねえ、(.+?)。ヤンデレって知ってる？$	저기, $1. 얀데레는 알고 있어?
$^だ、大丈夫だから！　ずっと(.+?)一筋だからね。$	(이)다, 괜찮기 때문에!　쭉 $1외곬이니까.
$^(.+?)なら、そう言うんじゃないかと思ってね。$	$1라면, 그렇게 말하지 않을까 생각해.
$^(.+?)は少し、病的なところがあるからな……$	$1는 조금, 병적인 곳이 있기 때문인……
$^(.+?)が微笑む。$	$1가 미소짓는다.
$^(.+?)か……こんな夜遅くにどうしたの？$	$1인가……이런 밤 늦게 왜?
$^そう言って(.+?)は頬を赤く染める。$	그렇게 말해 $1는 뺨을 붉게 물들인다.
$^ねぇ、ひょっとしてなんだけどさ、(.+?)オナニーするとき電マ使ってる？$	응, 혹시이지만 , $1자위할 때 전마 사용하고 있어?
$^はは……うん、そうだね。(.+?)は電マでオナニーなんかしてないんだよね。$	(은)는은……응, 그렇다. $1는 전마로 자위같은 것을 하지 않아.
$^まぶたをギュッと閉じ、(.+?)は羞恥に耐える。おそらく自分がとんでもないことを口走ったことに自覚はあるのだろう。$	눈꺼풀을 군이라고 닫아 $1는 수치에 참는다. 아마 자신이 터무니 없는 것을 말해버렸던 것에 자각은 있는 것일까.
$^その後、(.+?)は俺がいいよというまで顔を真っ赤にしたまま、しっかりと肩をほぐしてくれた。$	그 후, $1는 내가 좋아라고 할 때까지 얼굴을 새빨갛게 한 채로, 제대로 어깨를 풀어 주었다.
$^それじゃ、(.+?)行ってくるね。$	그러면, $1갔다오는군.
$^(.+?)は嬉しそうにうっとりとした表情でこちらを見つめてくる。$	$1는 기쁜듯이 넑을 잃은 표정으로 이쪽을 응시해 온다.
$^(.+?)のことだ。おおよそ中身は和食だろう。$	$1다. 대체로 내용은 일식일 것이다.
$^……これが(.+?)の一部だと思うと怖くて食べられないよ。でも大事に食べさせてもらうよ。$	……이것이 $1의 일부라고 생각하면(자) 무서워서 먹을 수 없어. 그렇지만 소중하게 먹여 주어.
$^あれ……(.+?)、手ケガしてる？$	저것…… $1, 손 상처를 입고 있어?
$^それにしても(.+?)もメイドとしての立ち振る舞いがすっかり板についてきたね。$	그렇다 치더라도 $1도 메이드로서의 행동거지가 완전히 잘 어울려 왔군요.
$^なんだか、最近は(.+?)とずっと一緒にいる気がするよ。$	어쩐지, 최근에는 $1와 쭉 함께 있는 생각이 들어.
$^俺はそう結論付けると(.+?)の待つ、お風呂場へと足を向けた。$	나는 그렇게 결론 붙이면(자) $1가 기다리는, 목욕탕으로 발길을 향했다.
$^(.+?)が、なにやら悲しそうな雰囲気で部屋に入ってくる。$	$1가, 어쩐지 슬픈 것 같은 분위기로 방에 들어 온다.
