身長	신　장
くのいちの足袋。隠密任務に靴など不用！抜き足、差し足、忍び足です。	여자 닌자의 버선. 은밀한 임무에 구두 등을 불용. 살금살금 걸음입니다.
ゴシックプリンセスブーツ	고딕 프린세스 부츠
ゴシックプリンセスブーツ・桃	고딕 프린세스 부츠
ゴシックプリンセスブーツ・白	고딕 프린세스 부츠
ゴシックプリンセスブーツ・紫	고딕 프린세스 부츠
ゴシックプリンセスブーツ・赤	고딕 프린세스 부츠
ゴシックプリンセスブーツ・青	고딕 프린세스 부츠
ゴシックプリンセスブーツ・黄	고딕 프린세스 부츠
ゴシックプリンセスなブーツ。パンクでキュートにカッコよく。	고딕 프린세슨 부츠.펑크로 깜찍하게 멋있는.
サンタブーツ	산타 부츠
サンタブーツ・緑	산타 부츠
サンタブーツ・茶	산타 부츠
サンタブーツ・青	산타 부츠
サンタブーツ・黒	산타 부츠
サンタのブーツ。トナカイに跨りに行きましょう！	산타 부츠.순록에 걸친에 갑시다!
ジェネラルブーツ	제너럴 부츠
ジェネラルブーツ・白	제너럴 부츠
ジェネラルブーツ・緑	제너럴 부츠
ジェネラルブーツ・青	제너럴 부츠
ジェネラルブーツ・黄	제너럴 부츠
ジェネラルな威厳を放つ靴。ある兵士による情報では、靴音を聞くと彼女が来た！とワクワクするらしい。	제너럴 위엄을 날려구두 한 병사에 의한 정보는 구두 소리를 듣고 그녀가 왔다!라고 신나는 것 같다.
スウィートリボンブーツ	스위트 리본 부츠
スウィートリボンブーツ・灰	스위트 리본 부츠
スウィートリボンブーツ・白黒	스위트 리본 부츠
スウィートリボンブーツ・紫	스위트 리본 부츠
スウィートリボンブーツ・緑	스위트 리본 부츠
スウィートリボンブーツ・翠	스위트 리본 부츠
スウィートリボンブーツ・茶	스위트 리본 부츠
不思議な甘いリボンのブーツ。ほろ苦い時も、ずっと貴方と一緒に。	신기한 리본의 부츠. 씁쓰레한 때도 계속 당신과 함께.
セクシーチアシューズ	섹시 치어 슈즈
セクシーチアシューズ・橙	섹시 치어 슈즈
セクシーチアシューズ・緑	섹시 치어 슈즈
セクシーチアシューズ・青	섹시 치어 슈즈
セクシーチアシューズ・黒	섹시 치어 슈즈
セクシーなチアシューズ。セクシーを伝えるには足元も大切です。	섹시한 치아 신발.섹시를 전하러는 발밑도 중요합니다.
チャイナシューズ	차이나 슈즈
チャイナシューズ・桃	차이나 슈즈
チャイナシューズ・白	차이나 슈즈
チャイナシューズ・青	차이나 슈즈
チャイナシューズ・黒	차이나 슈즈
チャイナなシューズアルヨ。独特のシルエットアル。	차이나인 슈즈아르요. 독특한 실루엣 알.
テニスシューズ	테니스 슈즈
テニスシューズ・桃	테니스 슈즈
テニスシューズ・橙	테니스 슈즈
テニスシューズ・青	테니스 슈즈
テニスシューズ・黒	테니스 슈즈
テニス用のシューズ。このシューズはコートを制する。	테니스용 슈즈.\n이 슈즈는 코트를 지배한다.
ナースサンダル	간호사 샌들
ナースサンダル・白	간호사 샌들
ナースサンダル・緑	간호사 샌들
ナースサンダル・赤	간호사 샌들
ナースサンダル・青	간호사 샌들
ナースさんのサンダル。長時間歩いても疲れにくそうです。コールがかかればすぐに急行します。	널스씨의 샌들. 장시간 걸어도 피곤하지 않은 것 같습니다. 콜이 걸리면 곧바로 급행합니다.
ハイレグレオタードシューズ	하이레그 레오타드 슈즈
ハイレグレオタードシューズ・桃	하이레그 레오타드 슈즈
ハイレグレオタードシューズ・白	하이레그 레오타드 슈즈
ハイレグレオタードシューズ・赤	하이레그 레오타드 슈즈
ハイレグレオタードシューズ・青	하이레그 레오타드 슈즈
ハイレグレオタードのシューズ。決して石は踏まないようにしましょう。	하이레그 레오타드의 슈즈. 결코 돌은 밟지 않도록 합시다.
ドレスミュール	드레스 뮬
ドレスミュール・桃	드레스 뮬
ドレスミュール・白	드레스 뮬
ドレスミュール・紫	드레스 뮬
ドレスミュール・青	드레스 뮬
ドレスによく合うミュール。コーディネイトばっちりです。	드레스에 잘 맞는 뮬. 기획·조정이 잘 옵니다.
バニーハイヒール	바니 하이힐
バニーハイヒール・白	바니 하이힐
バニーハイヒール・紫	바니 하이힐
バニーハイヒール・青	바니 하이힐
バニーハイヒール・黄	바니 하이힐
バニーガールのハイヒール。ちょっと低めのハイヒール。歩きやすくなっております。	바니걸의 하이 힐. 조금 낮은 하이 힐. 걷기 쉬워지고 있습니다.
パンプキンウィッチブーツ	펌프스 위치 부츠
パンプキンウィッチブーツ・紫	펌프스 위치 부츠
パンプキンウィッチブーツ・緑	펌프스 위치 부츠
パンプキンウィッチブーツ・赤	펌프스 위치 부츠
パンプキンウィッチブーツ・青	펌프스 위치 부츠
パンプキンな魔女っ子ブーツ。とってもかわいいリボン付き。	호박인 마녀 아이 부츠. 매우 귀여운 리본 달린.
ビキニアーマーグリーブ	비키니 아머 그리브
ビキニアーマーグリーブ・白	비키니 아머 그리브
ビキニアーマーグリーブ・緑	비키니 아머 그리브
ビキニアーマーグリーブ・赤	비키니 아머 그리브
ビキニアーマーグリーブ・黒	비키니 아머 그리브
ビキニアーマーのグリーブ。とても勇ましいです。	비키니 아머의 그리브. 아주 용감합니다.
マジカルウィッチブーツ	매지컬 위치 부츠
マジカルウィッチブーツ・橙	매지컬 위치 부츠
マジカルウィッチブーツ・白	매지컬 위치 부츠
マジカルウィッチブーツ・紫	매지컬 위치 부츠
マジカルウィッチブーツ・紺	매지컬 위치 부츠
かわいい魔女っ娘のショートブーツ。大きめに開いた履き口がポイント。	귀여운 마녀의 쇼트 부츠. 크게 열어젖힌 신는 입구가 포인트.
ミニシスターパンプス	미니 시스터 펌프스
ミニシスターパンプス・白	미니 시스터 펌프스
ミニシスターパンプス・紫	미니 시스터 펌프스
ミニシスターパンプス・赤	미니 시스터 펌프스
ミニシスターパンプス・青	미니 시스터 펌프스
ミニなシスターのパンプス。踏まれると清められます。	미닌 수녀의 펌프스.밟힌다고 씻습니다.
ミニチャイナシューズ	미니 차이나 슈즈
ミニチャイナシューズ・紫	미니 차이나 슈즈
ミニチャイナシューズ・緑	미니 차이나 슈즈
ミニチャイナシューズ・青	미니 차이나 슈즈
ミニチャイナシューズ・黄	미니 차이나 슈즈
ミニなチャイナシューズ。アイヤー！	미닌 차이나 슈즈. 아이야ー!
ミニ巫女下駄	미니 무녀복 게다
ミニ巫女下駄・桃	미니 무녀복 게다
ミニ巫女下駄・紫	미니 무녀복 게다
ミニ巫女下駄・青	미니 무녀복 게다
ミニ巫女下駄・黄	미니 무녀복 게다
ミニ巫女の下駄。わりと厚底です。	미니 무당의 나막신. 비교적 후저입니다.
メロゥエンプレスヒール	멜로우 엠프리스 힐
メロゥエンプレスヒール・桃	멜로우 엠프리스 힐
メロゥエンプレスヒール・白	멜로우 엠프리스 힐
メロゥエンプレスヒール・紫	멜로우 엠프리스 힐
メロゥエンプレスヒール・翠	멜로우 엠프리스 힐
メロゥエンプレスヒール・黄	멜로우 엠프리스 힐
メロゥエンプレスヒール・黒	멜로우 엠프리스 힐
淑やかな女王のヒール。高貴なる歩みを進めよ。	정숙한 여왕의 힐. 고귀한 걸음을 추진한다.
リボン下駄	리본 게다
リボン下駄・白	리본 게다
リボン下駄・紫	리본 게다
リボン下駄・薄茶	리본 게다
リボン下駄・青	리본 게다
和を感じる結び目がリボンの下駄。実に奥ゆかしい。	분위기를 느끼는 매듭이 리본의 나막신.실로 고상하다.
事務員パンプス	사무원 펌프스
事務員パンプス・橙	사무원 펌프스
事務員パンプス・灰	사무원 펌프스
事務員パンプス・白	사무원 펌프스
事務員パンプス・緑	사무원 펌프스
事務員が履きそうなパンプス。漂うオトナっぽさがカッコイイ。	사무원이 신는 것 같은 펌프스.나는 오토나 같음이 멋있어.
女教諭パンプス	여교사 펌프스
女教諭パンプス・灰	여교사 펌프스
女教諭パンプス・白	여교사 펌프스
女教諭パンプス・紫	여교사 펌프스
女教諭パンプス・青	여교사 펌프스
女教諭が履いてそうなパンプス。足音が聞こえてきたら授業の合図です。	여자 교사가 신고 그런 펌프스.발소리가 들리고 오면 수업의 신호입니다.
巫女草履	무녀복 짚신
巫女草履・桃	무녀복 짚신
巫女草履・紫	무녀복 짚신
巫女草履・青	무녀복 짚신
巫女草履・黄	무녀복 짚신
巫女さんの草履。見えないオーラを発します。	무녀로서의 짚신.보이지 않는 아우라를 발합니다.
晴れ着下駄	나들이옷 게다
晴れ着下駄・紫	나들이옷 게다
晴れ着下駄・緑	나들이옷 게다
晴れ着下駄・薄紫	나들이옷 게다
晴れ着下駄・青	나들이옷 게다
晴れ着に向いている下駄。大きな鼻緒が持ち味です。	나들이 옷에 맞는 게다. 큰 끈이 특색입니다.
海賊ブーツ	해적 부츠
海賊ブーツ・白	해적 부츠
海賊ブーツ・紫	해적 부츠
海賊ブーツ・緑	해적 부츠
海賊ブーツ・赤	해적 부츠
海賊ブーツ・黄	해적 부츠
海賊ブーツ・黒	해적 부츠
カッコイイ海賊のブーツ。これを履けば七つの海くらい余裕です。きっと歩いて行けます。	멋있는 해적의 부츠. 이것을 신으면 온 세계의 바다 정도의 여유입니다. 꼭 걸어 갑니다.
踊り子サンダル	무희 샌들
踊り子サンダル・白	무희 샌들
踊り子サンダル・紫	무희 샌들
踊り子サンダル・緑	무희 샌들
踊り子サンダル・黒	무희 샌들
踊り子のサンダル。ステップを更に美しく、華やかに。ほんのり妖艶な空気が漂います。	무희의 샌들. 스텝을 더욱 아름답고, 화려하게. 어렴풋이 요염한 공기가 감돕니다.
デザイアボンデージブーツ	욕망 본디지 부츠
デザイアボンデージブーツ・白	욕망 본디지 부츠
デザイアボンデージブーツ・紫	욕망 본디지 부츠
デザイアボンデージブーツ・赤	욕망 본디지 부츠
デザイアボンデージブーツ・青	욕망 본디지 부츠
質感が癖になるボンデージブーツ。脚を怪しく艶めかしくします。	질감이 버릇이 되는 본디지 부츠. 다리를 이상하고 요염하게 합니다.
レザーニーハイブーツ	레더 무릎 관절 하이 부츠
レザーニーハイブーツ・紫	레더 무릎 관절 하이 부츠
レザーニーハイブーツ・緑	레더 무릎 관절 하이 부츠
レザーニーハイブーツ・青	레더 무릎 관절 하이 부츠
レザーニーハイブーツ・黄	레더 무릎 관절 하이 부츠
足全体を覆うスーパーロングブーツ。つやつやのフェティシズム全開。履きこなすには鍛錬が必要です。	다리 전체를 가리는 슈퍼 롱 부츠. 반들반들의 페테시즘 전개. 신어 해내려면 단련이 필요합니다.
